,Course,Daytime/evening attendance,Mother's occupation,Tuition fees up to date,Scholarship holder,Age at enrollment,credits_enrolled_anual,evaluations_anual,credits_approved_anual,mean_grade_anual,Clasificador(Target)
2212,7,1,6,1,0,19,10,15,8,11.1,0
2213,10,1,10,1,0,19,12,20,8,12.285714285714285,1
2214,4,1,10,1,0,21,12,13,12,15.226190476190476,0
2215,15,1,3,1,0,19,16,25,13,11.8,0
2216,13,1,3,1,0,18,14,21,10,13.516666666666666,0
2217,9,1,5,1,0,19,10,17,8,11.3,1
2218,15,1,5,1,0,25,12,12,12,14.083333333333332,0
2219,5,1,10,1,0,22,12,21,12,14.666666666666666,0
2220,12,1,5,1,0,24,16,16,14,12.742857142857144,0
2221,12,1,6,1,0,19,15,18,14,12.551785714285714,0
2222,7,1,3,1,0,18,10,20,7,11.958333333333332,0
2223,2,1,5,0,0,20,0,0,0,0.0,1
2224,12,1,10,1,1,19,16,16,14,14.935714285714283,0
2225,11,1,10,1,0,19,12,31,6,10.25,1
2226,14,1,4,1,0,19,12,15,10,13.166666666666668,0
2227,4,1,10,1,0,23,12,14,0,0.0,1
2228,15,1,10,1,0,47,12,25,9,13.9,1
2229,5,1,4,1,0,19,12,14,10,11.291666666666668,0
2230,2,1,5,1,0,19,0,0,0,0.0,0
2231,2,1,3,1,0,18,0,0,0,0.0,1
2232,9,1,2,1,0,28,10,18,2,5.0,1
2233,11,1,1,1,0,20,12,21,7,11.583333333333332,1
2234,11,1,6,1,1,18,12,21,7,11.333333333333332,0
2235,2,1,5,1,1,21,0,0,0,0.0,0
2236,11,1,10,1,0,19,12,22,6,12.875,0
2237,11,1,5,0,0,24,12,14,0,0.0,1
2238,8,1,29,1,0,24,12,23,9,11.333333333333334,0
2239,6,1,10,0,0,25,12,12,0,0.0,0
2240,11,1,4,1,0,28,12,18,11,12.6,0
2241,17,0,10,1,0,37,10,14,7,11.041666666666668,0
2242,7,1,5,1,0,19,10,20,7,11.25,0
2243,12,1,6,1,1,18,15,15,15,13.684553571428571,0
2244,11,1,12,1,0,48,12,28,4,10.0,1
2245,10,1,10,1,0,21,12,13,12,13.0,0
2246,12,1,5,1,1,19,14,21,12,12.472619047619048,0
2247,12,1,10,1,1,21,16,16,0,0.0,0
2248,7,1,10,0,0,23,10,13,0,0.0,1
2249,8,1,5,1,0,18,10,11,9,13.425,0
2250,10,1,5,1,0,22,12,13,8,13.166666666666668,1
2251,2,1,10,1,0,25,24,29,17,11.852272727272728,1
2252,6,1,3,1,0,27,24,25,13,13.95,1
2253,7,1,1,0,0,49,10,11,0,0.0,1
2254,17,0,6,0,0,31,10,5,2,5.5,1
2255,11,1,10,1,0,54,12,22,11,14.023809523809524,1
2256,1,1,6,0,0,25,37,47,33,12.306818181818182,1
2257,4,1,3,1,0,20,13,27,5,11.083333333333332,0
2258,5,1,3,1,0,28,12,19,5,12.333333333333332,1
2259,3,0,10,1,0,41,13,13,13,13.011904761904765,0
2260,14,1,5,1,1,19,12,19,12,12.919642857142858,0
2261,9,1,5,1,0,22,10,14,2,5.75,1
2262,11,1,3,1,0,34,12,19,2,6.75,1
2263,4,1,10,0,0,28,21,25,21,15.045454545454549,1
2264,16,1,10,1,0,42,12,19,10,12.1,0
2265,6,1,4,0,0,21,12,21,9,14.4,0
2266,4,1,10,1,0,50,12,17,3,13.25,1
2267,9,1,4,1,0,19,10,10,0,0.0,1
2268,12,1,3,1,0,18,14,22,7,11.658333333333331,1
2269,17,0,2,1,0,59,10,14,0,0.0,1
2270,17,0,13,0,0,33,10,10,0,0.0,1
2271,5,1,10,1,1,23,12,15,11,13.066666666666666,0
2272,17,0,6,1,0,44,10,17,8,11.238095238095235,1
2273,3,0,1,1,0,37,12,0,0,0.0,1
2274,2,1,10,1,0,36,0,0,0,0.0,1
2275,17,0,5,0,0,22,10,15,5,11.083333333333332,1
2276,3,0,7,1,0,49,12,16,12,13.297619047619047,0
2277,15,1,6,1,0,23,12,13,10,13.041666666666668,0
2278,5,1,5,1,0,19,12,17,8,11.2,0
2279,3,0,6,1,0,47,12,15,6,6.071428571428571,1
2280,4,1,5,1,0,28,30,51,29,12.683257918552036,0
2281,4,1,10,1,0,21,12,28,8,11.125,0
2282,11,1,10,0,0,21,12,17,10,10.916666666666668,1
2283,10,1,2,1,0,21,21,27,20,12.1,0
2284,5,1,5,1,0,20,12,20,10,12.464285714285715,0
2285,9,1,10,0,0,49,10,14,0,0.0,1
2286,17,0,7,1,0,40,10,10,10,12.2,0
2287,11,1,4,1,1,22,12,16,12,14.026785714285715,0
2288,7,1,6,1,0,19,10,13,6,11.65,0
2289,17,0,3,1,0,31,10,12,0,0.0,1
2290,7,1,3,1,0,30,12,16,4,14.25,1
2291,10,1,6,1,0,19,12,20,10,10.9,0
2292,9,1,12,1,0,22,10,21,6,12.5,1
2293,15,1,10,1,0,19,12,16,12,13.083333333333334,0
2294,2,1,5,0,0,21,0,0,0,0.0,1
2295,14,1,5,1,0,19,12,15,12,14.276785714285715,0
2296,9,1,4,1,0,22,10,18,1,5.0,1
2297,10,1,3,1,0,22,12,18,10,11.2,0
2298,10,1,5,1,0,19,12,21,10,11.625,0
2299,11,1,6,0,0,26,12,0,0,0.0,1
2300,7,1,4,1,0,23,13,24,4,14.0,0
2301,5,1,8,1,0,18,12,17,11,11.566666666666666,0
2302,9,1,10,1,1,22,10,19,7,10.833333333333332,0
2303,7,1,3,1,0,19,10,18,10,13.273809523809524,0
2304,9,1,5,1,0,20,10,19,0,0.0,1
2305,5,1,10,1,1,22,12,12,12,11.916666666666666,0
2306,8,1,3,0,0,18,10,12,2,6.5,1
2307,17,0,3,1,0,39,6,9,0,0.0,1
2308,12,1,12,1,0,18,16,16,0,0.0,1
2309,7,1,4,1,1,18,10,10,10,13.6,0
2310,10,1,10,1,1,19,12,13,12,13.928571428571429,0
2311,12,1,10,1,0,18,15,15,14,12.939583333333331,0
2312,9,1,1,1,1,18,10,12,4,6.375,1
2313,8,1,7,1,0,22,10,12,9,14.55,0
2314,10,1,4,1,0,19,12,13,12,12.166666666666666,0
2315,8,1,10,1,0,18,10,10,10,15.5,1
2316,7,1,5,0,0,31,10,18,4,14.666666666666668,1
2317,17,0,4,1,0,28,10,10,0,0.0,1
2318,5,1,5,1,0,19,12,0,0,0.0,1
2319,11,1,5,1,0,20,12,15,12,14.214285714285714,0
2320,10,1,10,1,0,50,12,14,4,6.125,1
2321,5,1,5,1,0,38,12,20,9,16.25,0
2322,17,0,10,1,0,31,10,13,2,12.0,1
2323,12,1,10,1,0,27,14,14,14,14.085714285714284,0
2324,10,1,10,1,0,21,12,19,12,10.333333333333332,0
2325,7,1,10,1,0,34,10,17,1,5.0,1
2326,7,1,3,1,0,19,10,17,1,5.0,0
2327,17,0,2,0,0,40,10,15,5,10.583333333333332,1
2328,2,1,10,1,1,18,0,0,0,0.0,0
2329,5,1,6,0,1,46,12,12,0,0.0,1
2330,3,0,1,1,0,37,11,22,0,0.0,1
2331,4,1,10,1,0,31,12,18,0,0.0,1
2332,4,1,5,1,0,34,12,30,10,12.866666666666667,0
2333,2,1,5,1,1,18,0,0,0,0.0,1
2334,14,1,10,1,1,18,12,13,12,13.952380952380953,0
2335,5,1,4,1,1,19,12,13,12,12.0,0
2336,17,0,10,1,0,40,13,24,9,10.725,1
2337,8,1,10,1,0,25,12,12,0,0.0,1
2338,7,1,6,1,0,20,11,13,7,13.916666666666668,1
2339,7,1,10,1,0,20,10,14,10,14.757142857142856,0
2340,4,1,10,0,0,43,12,0,0,0.0,1
2341,7,1,10,1,0,18,10,15,7,13.583333333333332,0
2342,4,1,5,1,0,35,31,35,30,11.583333333333332,0
2343,17,0,10,1,0,23,10,11,9,13.0,0
2344,12,1,3,1,0,19,16,20,15,11.813839285714284,0
2345,6,1,4,1,1,21,20,30,16,13.98611111111111,0
2346,14,1,5,1,0,19,12,25,8,12.875,0
2347,7,1,5,1,0,20,10,14,10,13.726190476190476,0
2348,14,1,4,1,1,30,12,0,0,0.0,1
2349,11,1,10,1,0,44,12,12,12,12.083333333333332,0
2350,12,1,5,1,0,19,16,16,14,13.614285714285714,0
2351,8,1,4,1,0,22,30,47,22,13.57857142857143,0
2352,8,1,2,1,0,18,10,12,9,14.1,0
2353,14,1,10,1,1,21,12,14,9,13.275,0
2354,6,1,12,1,0,18,12,0,0,0.0,1
2355,14,1,3,1,0,18,12,15,12,13.955357142857142,0
2356,2,1,5,1,0,19,0,0,0,0.0,0
2357,4,1,7,1,0,21,12,23,8,11.8375,1
2358,4,1,3,1,0,31,12,18,12,14.8625,0
2359,11,1,3,1,0,21,12,20,6,11.0,1
2360,7,1,10,1,0,24,10,23,2,10.5,0
2361,15,1,5,1,0,27,9,18,0,0.0,1
2362,9,1,10,1,0,20,10,15,8,11.566666666666666,0
2363,7,1,5,1,0,22,10,15,2,5.833333333333333,0
2364,4,1,10,1,1,19,12,19,8,12.25,0
2365,15,1,5,1,0,19,12,12,12,14.166666666666668,0
2366,2,1,8,1,0,23,34,47,24,12.03146853146853,0
2367,8,1,3,1,0,18,12,15,12,13.833333333333332,0
2368,15,1,5,0,0,29,12,14,11,15.15,0
2369,8,1,5,1,0,29,10,21,4,15.666666666666668,1
2370,4,1,5,1,0,20,12,23,11,11.531746031746032,0
2371,2,1,10,1,1,19,0,0,0,0.0,0
2372,2,1,3,1,0,22,0,0,0,0.0,0
2373,14,1,4,1,0,20,12,20,11,13.0,0
2374,8,1,10,1,0,24,10,22,7,12.875,0
2375,14,1,6,0,0,21,12,15,9,12.125,1
2376,9,1,8,1,1,25,10,14,8,14.5,0
2377,9,1,10,0,0,32,10,14,0,0.0,1
2378,17,0,3,0,0,26,20,20,11,11.291666666666668,1
2379,8,1,10,1,1,18,12,15,12,13.0,0
2380,11,1,5,1,1,19,12,18,11,12.761904761904765,0
2381,5,1,6,1,1,19,12,12,12,13.75,0
2382,7,1,5,1,0,27,11,13,11,14.154761904761903,1
2383,4,1,10,1,0,21,24,35,19,11.622222222222224,0
2384,7,1,5,1,0,20,10,21,4,5.75,0
2385,5,1,5,1,0,21,12,14,12,12.916666666666668,0
2386,15,1,6,1,0,22,12,22,8,12.033333333333331,0
2387,2,1,6,0,0,19,0,0,0,0.0,0
2388,9,1,6,1,1,18,10,18,6,11.65,1
2389,10,1,6,1,0,28,10,11,0,0.0,1
2390,4,1,10,0,0,25,17,38,10,11.714285714285715,1
2391,4,1,6,1,0,25,27,47,18,12.05,1
2392,9,1,10,1,0,18,10,22,5,12.916666666666668,0
2393,11,1,5,1,0,26,12,18,0,0.0,1
2394,9,1,7,1,1,18,10,15,10,12.125,0
2395,15,1,10,1,0,22,12,31,6,11.833333333333334,0
2396,4,1,5,1,0,25,12,18,0,0.0,1
2397,15,1,5,1,0,19,12,22,10,11.9,0
2398,15,1,3,1,0,19,12,14,12,14.5,0
2399,12,1,6,1,0,19,15,19,15,12.102678571428571,0
2400,3,0,10,1,0,45,16,23,8,11.25,1
2401,17,0,10,1,0,52,10,13,10,12.0,0
2402,9,1,10,0,0,20,10,16,6,11.5,1
2403,12,1,6,1,0,19,16,16,14,15.885714285714286,0
2404,12,1,10,0,0,21,14,24,8,12.26,1
2405,3,0,10,0,0,35,12,12,12,14.083333333333332,0
2406,2,1,8,1,0,36,0,0,0,0.0,0
2407,12,1,6,0,0,47,15,15,0,0.0,1
2408,17,0,3,1,0,22,10,0,0,0.0,1
2409,17,0,10,1,0,41,10,16,7,11.125,1
2410,7,1,12,1,0,26,10,11,0,0.0,1
2411,3,0,12,0,0,51,12,25,4,5.625,1
2412,17,0,10,1,0,43,10,21,7,11.583333333333332,0
2413,3,0,1,1,0,41,12,19,8,11.233333333333334,0
2414,9,1,10,1,0,23,20,35,18,11.40340909090909,0
2415,10,1,1,1,0,22,11,21,0,0.0,1
2416,5,1,10,1,1,25,12,14,8,10.75,1
2417,17,0,10,1,0,25,29,30,29,11.07857142857143,0
2418,2,1,10,0,1,22,23,31,22,12.606060606060606,0
2419,4,1,30,1,0,24,13,16,12,13.485714285714286,0
2420,6,1,10,1,0,47,12,0,0,0.0,1
2421,17,0,6,1,0,41,10,10,0,0.0,1
2422,4,1,10,1,0,43,12,20,11,13.48888888888889,0
2423,4,1,10,1,0,29,7,12,0,0.0,1
2424,7,1,6,1,0,30,4,4,0,0.0,1
2425,9,1,10,0,0,26,9,4,0,0.0,1
2426,17,0,10,0,0,27,10,15,0,0.0,1
2427,14,1,10,1,1,36,10,12,10,11.5,0
2428,4,1,5,1,0,29,16,23,12,11.261904761904765,1
2429,7,1,1,1,0,35,18,20,12,12.142857142857142,1
2430,15,1,7,1,1,18,12,22,9,12.05,0
2431,17,0,10,1,1,24,10,10,10,16.0,0
2432,15,1,10,1,1,18,12,13,12,12.583333333333332,1
2433,7,1,6,1,0,18,10,17,7,12.5,0
2434,6,1,10,1,0,21,10,22,3,5.833333333333333,0
2435,7,1,6,1,0,21,10,20,10,12.8,0
2436,4,1,3,1,0,32,30,45,25,12.898809523809524,0
2437,7,1,10,1,1,22,11,23,6,12.416666666666668,1
2438,4,1,10,0,0,32,29,55,21,12.713636363636365,1
2439,14,1,1,1,0,35,10,10,1,7.0,1
2440,9,1,5,0,0,23,10,0,0,0.0,1
2441,3,0,7,1,0,39,12,20,8,11.2,0
2442,14,1,1,1,0,35,10,10,1,5.0,1
2443,4,1,5,1,0,32,18,22,18,18.283653846153847,0
2444,16,1,1,1,0,20,12,24,0,0.0,1
2445,12,1,10,1,0,34,14,31,10,11.966666666666669,0
2446,17,0,7,1,0,44,12,15,12,14.85,1
2447,11,1,10,1,0,53,20,22,5,12.5,0
2448,7,1,10,0,0,28,10,17,0,0.0,1
2449,17,0,10,1,0,31,14,14,14,13.51111111111111,1
2450,2,1,6,0,0,18,0,0,0,0.0,0
2451,4,1,10,0,0,44,13,30,4,6.0,1
2452,6,1,10,1,0,19,10,17,9,12.3,0
2453,2,1,3,1,0,21,23,27,23,14.083333333333334,0
2454,7,1,4,1,1,18,10,10,0,0.0,1
2455,4,1,6,1,0,20,12,18,12,14.9,0
2456,5,1,8,1,0,55,12,12,12,14.0,0
2457,9,1,5,1,0,27,10,24,4,11.5,0
2458,7,1,6,1,0,19,10,0,0,0.0,1
2459,9,1,10,1,0,18,10,10,10,12.4,0
2460,15,1,8,1,0,43,12,17,4,5.875,1
2461,11,1,10,1,0,18,12,0,0,0.0,1
2462,2,1,3,1,0,18,0,0,0,0.0,1
2463,11,1,10,1,1,20,12,13,0,0.0,1
2464,17,0,10,0,0,29,10,15,8,11.525,1
2465,8,1,10,1,0,44,12,20,5,5.785714285714286,1
2466,7,1,10,1,0,18,10,15,5,13.0,0
2467,4,1,10,1,1,20,12,24,11,13.066666666666666,0
2468,5,1,9,1,0,20,15,18,7,12.708333333333332,1
2469,9,1,10,1,0,36,9,13,0,0.0,1
2470,8,1,3,1,0,19,12,25,7,11.3,0
2471,6,1,12,0,0,29,10,10,0,0.0,1
2472,14,1,10,1,0,18,12,16,7,10.791666666666668,1
2473,4,1,2,0,0,24,12,0,0,0.0,1
2474,15,1,3,1,0,20,12,13,12,14.666666666666668,0
2475,3,0,10,0,0,45,11,12,0,0.0,1
2476,12,1,5,1,1,28,46,46,40,13.5,0
2477,11,1,10,1,0,23,12,18,11,12.433333333333334,0
2478,12,1,5,1,0,18,15,18,14,11.895714285714286,0
2479,9,1,10,1,0,23,10,14,6,11.0,1
2480,2,1,3,1,0,22,0,0,0,0.0,0
2481,5,1,6,1,1,22,12,12,11,12.533333333333331,0
2482,17,0,6,1,0,33,10,11,10,14.016666666666666,0
2483,4,1,10,1,0,21,24,34,21,12.440909090909091,0
2484,9,1,10,1,0,45,10,11,10,14.816666666666666,0
2485,4,1,10,0,0,44,17,18,5,11.75,1
2486,14,1,12,1,0,42,12,0,0,0.0,1
2487,9,1,10,1,0,20,10,0,0,0.0,1
2488,9,1,6,1,0,20,10,19,5,12.583333333333332,0
2489,11,1,3,1,1,20,12,13,12,13.607142857142858,0
2490,15,1,5,1,0,20,12,24,7,11.958333333333332,0
2491,9,1,10,1,0,19,10,22,7,12.15,0
2492,3,0,5,0,0,26,18,29,11,10.464285714285715,1
2493,4,1,9,1,0,31,12,21,11,13.75,0
2494,15,1,10,1,1,19,12,12,12,13.333333333333332,0
2495,15,1,1,1,0,28,12,13,12,13.416666666666666,0
2496,2,1,10,1,1,20,0,0,0,0.0,0
2497,3,0,10,1,0,43,12,12,12,12.75,0
2498,2,1,3,1,1,25,0,0,0,0.0,1
2499,10,1,10,1,0,40,12,23,3,12.5,1
2500,6,1,2,1,0,20,12,23,11,13.354166666666668,0
2501,3,0,10,1,0,46,12,19,9,12.833333333333334,0
2502,1,1,6,1,0,26,35,41,34,12.412337662337665,0
2503,12,1,6,1,1,34,15,16,13,12.792380952380952,0
2504,16,1,10,1,0,19,12,0,0,0.0,1
2505,12,1,10,1,1,18,16,16,14,13.585714285714284,0
2506,13,1,5,1,0,18,15,19,15,11.290277777777778,0
2507,3,0,10,1,1,37,13,16,11,11.928571428571429,0
2508,2,1,10,1,1,23,0,0,0,0.0,0
2509,5,1,10,1,0,26,27,27,27,13.807692307692308,0
2510,15,1,4,0,0,18,12,8,5,6.0,1
2511,12,1,14,1,0,18,14,25,9,11.9975,0
2512,12,1,3,1,0,19,15,16,15,13.130535714285712,0
2513,6,1,5,1,0,18,12,22,12,12.75,0
2514,14,1,5,1,0,19,12,14,11,13.066666666666666,1
2515,7,1,29,1,0,20,10,24,5,12.125,0
2516,5,1,2,1,1,22,12,16,10,12.083333333333332,0
2517,12,1,10,1,1,18,16,16,14,12.214285714285714,0
2518,11,1,6,1,1,18,12,14,12,12.833333333333332,0
2519,15,1,6,1,1,18,12,13,12,12.892857142857142,0
2520,11,1,6,1,1,18,12,13,12,13.0,0
2521,11,1,8,1,0,18,12,14,12,11.654761904761903,0
2522,12,1,8,1,1,19,15,17,14,13.480714285714283,0
2523,16,1,6,1,0,20,12,0,0,0.0,1
2524,10,1,10,1,1,19,12,19,6,5.833333333333333,1
2525,6,1,5,1,0,18,12,25,9,12.076923076923077,0
2526,5,1,10,1,1,18,12,12,12,13.666666666666668,1
2527,12,1,8,1,1,18,15,15,15,14.048839285714283,0
2528,15,1,3,1,0,18,12,13,12,14.726190476190476,0
2529,9,1,5,1,1,18,10,17,9,12.1125,0
2530,15,1,5,1,0,18,12,12,12,12.0,0
2531,4,1,10,1,1,20,12,18,12,12.9125,0
2532,10,1,4,1,1,19,12,21,9,11.833333333333332,0
2533,8,1,3,1,1,18,12,15,12,12.916666666666668,0
2534,10,1,9,1,1,19,12,15,12,12.5,0
2535,16,1,2,1,0,19,12,15,9,11.075,0
2536,8,1,4,1,0,19,10,17,10,15.0,0
2537,14,1,8,1,0,19,12,13,12,15.273809523809524,0
2538,14,1,3,1,0,20,12,15,11,13.25,0
2539,8,1,10,1,1,18,10,12,9,11.95,0
2540,9,1,5,1,0,33,10,14,2,7.0,1
2541,16,1,5,1,1,19,13,14,6,6.416666666666667,1
2542,13,1,10,1,1,18,15,15,15,14.089285714285715,0
2543,5,1,5,1,0,19,12,0,0,0.0,1
2544,4,1,7,1,0,19,12,32,7,11.583333333333332,0
2545,15,1,3,1,0,18,12,13,12,15.166666666666668,0
2546,10,1,10,1,0,20,12,12,12,12.833333333333334,0
2547,12,1,8,1,0,19,16,18,16,13.2325,0
2548,15,1,10,1,1,18,12,12,12,14.083333333333332,0
2549,11,1,6,1,1,19,12,20,2,5.0,1
2550,3,0,10,1,0,25,29,29,26,12.803030303030305,0
2551,5,1,5,1,1,20,12,12,12,13.416666666666668,0
2552,3,0,6,1,0,19,12,12,12,12.0,0
2553,17,0,1,1,0,33,10,13,2,5.25,1
2554,7,1,32,1,0,18,10,20,6,11.0,0
2555,7,1,6,1,0,18,10,20,6,10.5,0
2556,9,1,3,1,0,19,10,16,9,11.7,0
2557,2,1,3,1,0,18,0,0,0,0.0,0
2558,9,1,20,1,0,19,10,20,7,11.083333333333332,0
2559,15,1,6,1,0,18,12,12,12,13.75,1
2560,16,1,3,1,0,18,12,15,11,13.05,0
2561,12,1,8,1,0,18,16,16,16,13.07375,0
2562,12,1,3,1,0,37,14,18,2,5.375,1
2563,10,1,3,1,0,20,11,21,1,6.0,0
2564,11,1,6,1,1,20,12,12,12,13.666666666666668,0
2565,10,1,10,1,0,21,12,14,12,12.88095238095238,0
2566,12,1,6,1,1,18,15,16,15,14.1265873015873,0
2567,3,0,10,1,0,26,12,23,8,10.933333333333334,0
2568,9,1,10,1,0,41,10,14,10,11.9,0
2569,15,1,4,1,1,18,12,12,12,14.166666666666666,0
2570,12,1,10,1,0,18,16,18,16,14.4025,0
2571,12,1,10,1,0,31,15,17,15,15.928125,0
2572,10,1,5,1,0,23,12,14,12,13.395833333333332,0
2573,12,1,10,1,0,19,14,14,12,14.983333333333334,0
2574,15,1,5,1,1,20,12,12,12,14.0,0
2575,3,0,8,1,0,40,16,16,16,15.015873015873016,0
2576,6,1,10,1,0,32,12,28,7,11.25,1
2577,11,1,10,1,0,24,12,25,3,10.25,1
2578,12,1,6,1,0,18,14,14,12,13.983333333333334,0
2579,10,1,10,1,0,18,12,12,12,12.916666666666668,0
2580,10,1,5,1,1,18,12,12,12,13.333333333333332,0
2581,4,1,5,0,0,27,12,16,0,0.0,1
2582,9,1,10,1,0,18,10,10,10,14.9,0
2583,17,0,10,1,0,26,10,19,8,11.625,0
2584,16,1,10,1,0,19,12,13,12,13.916666666666666,0
2585,3,0,1,1,0,19,12,15,11,12.1,0
2586,9,1,6,1,0,21,10,17,6,12.333333333333332,0
2587,9,1,5,1,0,24,10,25,3,10.75,0
2588,16,1,10,1,0,20,12,19,5,11.416666666666668,1
2589,16,1,6,1,0,18,12,14,10,12.2,0
2590,4,1,10,1,0,30,12,12,0,0.0,1
2591,16,1,10,0,0,22,14,18,12,12.333333333333332,0
2592,9,1,10,1,0,21,19,27,19,11.252136752136751,0
2593,13,1,5,1,0,26,15,20,14,11.920833333333334,1
2594,9,1,8,1,0,23,10,16,3,11.0,0
2595,5,1,6,1,1,18,12,12,12,12.416666666666666,0
2596,5,1,6,1,0,21,12,17,10,11.8,1
2597,2,1,10,1,1,18,0,0,0,0.0,1
2598,6,1,6,1,0,21,10,22,6,12.5,0
2599,16,1,8,1,0,18,12,15,10,12.7,0
2600,16,1,6,1,1,19,12,14,11,13.15,1
2601,11,1,5,1,0,22,12,25,7,11.791666666666668,0
2602,10,1,6,1,0,19,12,14,12,12.55952380952381,0
2603,6,1,10,0,0,19,10,20,0,0.0,1
2604,10,1,8,1,0,19,12,21,3,11.75,1
2605,6,1,30,1,0,27,10,20,8,13.0,0
2606,6,1,6,1,0,22,10,17,10,13.2,0
2607,15,1,10,1,0,18,12,15,11,13.071428571428571,1
2608,11,1,6,1,0,20,12,14,10,11.875,0
2609,17,0,10,1,0,34,15,16,5,10.5,1
2610,12,1,6,1,0,18,15,18,14,13.07063492063492,0
2611,15,1,6,1,0,20,12,19,8,13.5,0
2612,8,1,6,1,0,20,10,12,10,16.0,0
2613,17,0,5,1,0,25,10,15,0,0.0,1
2614,7,1,3,1,0,18,10,15,8,12.7,1
2615,8,1,10,0,0,18,12,19,9,12.3,1
2616,16,1,6,1,1,18,12,21,5,6.1,1
2617,11,1,6,1,1,19,12,14,10,11.9,0
2618,16,1,6,1,1,19,12,15,11,12.366666666666667,1
2619,10,1,6,1,1,21,12,13,12,13.702380952380953,0
2620,5,1,3,1,0,29,21,32,19,11.727777777777778,0
2621,5,1,10,1,1,20,12,12,12,11.916666666666668,0
2622,3,0,19,1,1,21,24,24,21,12.663636363636364,0
2623,17,0,10,1,0,34,3,3,3,10.75,1
2624,15,1,4,1,0,20,12,12,12,12.166666666666668,0
2625,17,0,10,1,0,24,10,17,1,6.0,1
2626,12,1,5,1,0,18,15,16,15,14.615873015873015,0
2627,12,1,5,1,0,19,14,14,14,12.2,0
2628,9,1,8,1,1,18,10,20,8,11.275,0
2629,17,0,10,1,0,28,10,14,9,13.541666666666668,0
2630,17,0,10,1,0,28,10,25,3,11.5,1
2631,11,1,1,1,0,20,12,21,4,5.375,1
2632,12,1,8,1,0,22,16,18,16,12.55375,0
2633,12,1,5,1,0,19,16,16,14,12.665714285714284,0
2634,14,1,8,1,0,20,12,18,10,12.857142857142858,0
2635,13,1,3,1,0,26,12,17,2,5.875,1
2636,11,1,10,0,0,21,12,25,3,5.5,1
2637,2,1,3,1,0,18,0,0,0,0.0,0
2638,9,1,10,1,0,18,10,11,10,12.8,0
2639,2,1,5,1,0,22,34,41,34,12.348297213622288,0
2640,7,1,10,1,0,36,10,0,0,0.0,1
2641,15,1,10,1,1,20,12,16,12,11.75,0
2642,14,1,3,1,0,20,12,15,3,6.166666666666667,1
2643,17,0,6,1,0,25,10,22,7,12.5,1
2644,4,1,7,1,0,35,12,18,10,13.316666666666666,0
2645,2,1,8,1,0,22,0,0,0,0.0,1
2646,5,1,4,1,0,26,15,19,14,12.714285714285715,0
2647,4,1,10,0,0,20,12,31,6,11.9,1
2648,3,0,10,1,0,50,24,24,8,12.416666666666668,1
2649,12,1,10,1,0,20,16,24,10,12.002,1
2650,12,1,3,1,0,20,15,19,13,13.599444444444444,0
2651,4,1,3,0,0,35,12,19,6,13.1,1
2652,14,1,5,1,1,19,12,15,12,13.654761904761903,0
2653,9,1,6,1,0,43,10,19,0,0.0,1
2654,12,1,3,1,0,19,16,22,14,13.867142857142856,0
2655,12,1,10,1,0,25,16,22,12,12.675,0
2656,2,1,6,1,0,19,0,0,0,0.0,0
2657,16,1,10,1,1,20,12,13,12,12.25,0
2658,2,1,6,1,0,22,0,0,0,0.0,1
2659,11,1,4,1,1,19,12,13,11,11.6,1
2660,17,0,4,1,0,32,10,22,8,11.041666666666668,1
2661,15,1,10,1,0,57,12,13,11,14.183333333333334,0
2662,12,1,4,0,0,20,14,18,8,12.0875,1
2663,17,0,6,0,0,38,10,10,0,0.0,1
2664,17,0,10,1,0,45,10,12,10,14.083333333333332,0
2665,15,1,10,0,0,43,12,28,6,11.125,1
2666,5,1,10,1,0,19,12,14,12,13.479166666666668,0
2667,17,0,5,0,0,49,10,13,3,11.0,1
2668,12,1,10,1,0,43,16,16,14,11.635714285714286,0
2669,3,0,10,1,0,34,11,11,4,6.125,1
2670,7,1,6,1,0,18,10,20,9,11.892857142857142,0
2671,17,0,2,1,0,43,10,11,10,13.733333333333334,0
2672,11,1,10,1,0,21,12,17,4,11.5,1
2673,17,0,13,1,0,40,10,17,7,11.75,0
2674,14,1,6,1,1,19,12,17,10,12.65277777777778,0
2675,11,1,2,1,0,27,12,14,10,10.958333333333332,0
2676,13,1,10,1,0,43,15,20,2,6.575,1
2677,17,0,10,1,0,31,10,13,10,14.616666666666667,0
2678,4,1,19,1,0,26,12,13,0,0.0,0
2679,17,0,28,1,0,34,10,10,10,16.3,0
2680,12,1,1,1,0,30,28,52,24,12.52608695652174,0
2681,12,1,8,1,0,36,15,20,6,6.391666666666666,1
2682,17,0,7,0,0,46,10,10,1,5.0,1
2683,6,1,6,1,0,22,10,16,6,11.833333333333332,0
2684,4,1,6,1,0,27,12,18,0,0.0,1
2685,7,1,20,1,0,20,10,16,8,11.4,0
2686,9,1,10,1,0,20,10,14,8,10.5,0
2687,7,1,12,0,0,31,9,9,0,0.0,1
2688,7,1,10,1,0,20,10,12,0,0.0,0
2689,15,1,12,0,0,21,12,10,2,6.0,1
2690,9,1,10,1,0,21,10,17,6,10.875,1
2691,9,1,10,1,0,19,10,18,9,12.55,0
2692,9,1,5,1,1,20,10,14,9,11.7,0
2693,4,1,10,1,0,18,12,13,12,15.583333333333332,0
2694,15,1,5,1,1,18,12,12,12,12.083333333333332,0
2695,12,1,22,1,0,30,14,21,10,13.95,0
